"Month","Customer","Total Transfer In","Total Transfer Out","Account Monthly Balance"
1,"3144646481079933952",9165.65,5767.889999999999,3397.76
1,"3007009304181132288",7800.1900000000005,5243.42,2556.7700000000004
1,"2127521699486006016",7836.18,4497.29,3338.8900000000003
1,"514644788329202304",3884.2300000000005,6025.14,-2140.91
1,"1842779196402629120",6660.849999999999,1650.13,5010.719999999999
1,"1187316141608604416",1916.9499999999998,1700.58,216.3699999999999
1,"829231833262074624",8191.89,3354.38,4837.51
1,"1266904697014379776",11037.25,3120.2599999999998,7916.99
1,"2884612453167836672",9780.3,6596.53,3183.7699999999995
1,"675683215666485120",13203.619999999999,6732.219999999999,6471.4
1,"1265655808413387008",10903.180000000002,4286.92,6616.260000000002
1,"380713991295419264",16694.190000000002,3147.4500000000003,13546.740000000002
1,"2020187143927188224",8958.96,3643.65,5315.3099999999995
1,"1051058972199651072",10157.0,2249.19,7907.8099999999995
1,"2907553904519047680",4671.39,2902.0,1769.3900000000003
1,"3241822686958244864",14794.43,5874.38,8920.05
1,"358797607567098048",9555.779999999999,5742.93,3812.8499999999985
1,"2888143222889657856",18260.129999999997,6029.450000000001,12230.679999999997
1,"3330021202902177280",12627.039999999999,4161.67,8465.369999999999
1,"1890917211450978048",19177.63,2044.27,17133.36
1,"637701606193093376",14426.46,8561.369999999999,5865.09
1,"1840539183711203328",3627.26,1551.25,2076.01
1,"2398592217282415104",19758.940000000002,5975.0,13783.940000000002
1,"1382522555314545664",9200.47,5986.48,3213.99
1,"226946073978273184",4974.63,47.6,4927.03
1,"549389517322627264",12432.949999999999,7081.34,5351.609999999999
1,"1476996619063519232",8909.45,8163.81,745.6400000000003
1,"1422126557266767360",9909.789999999999,3712.3599999999997,6197.429999999999
1,"3312243823190551552",9661.24,2482.76,7178.48
1,"2605684390534817280",13846.759999999998,4598.06,9248.699999999997
1,"1911191506905605376",11253.44,6467.8,4785.64
1,"847104086018000896",15368.39,9277.009999999998,6091.380000000001
1,"2322151374545138688",14735.11,6242.969999999999,8492.140000000001
1,"3270900694812216320",3626.15,3567.69,58.460000000000036
1,"2642156341195527680",2875.96,1664.1,1211.8600000000001
1,"2560471081915906560",2699.8100000000004,2040.74,659.0700000000004
1,"2303422576128218368",10750.099999999999,5429.379999999999,5320.719999999999
1,"1590631852815391232",13144.489999999998,1528.69,11615.799999999997
1,"2661890529427996160",4061.7299999999996,6788.46,-2726.7300000000005
1,"1764227856123356160",6669.34,4688.99,1980.3500000000004
1,"2256910104671443712",8891.749999999998,6044.28,2847.4699999999984
1,"749586923389568896",6903.65,5692.69,1210.96
1,"2415721175209353728",7355.2300000000005,3182.99,4172.240000000001
1,"859572110401114624",14177.3,2278.06,11899.24
1,"813607692390057088",15767.53,7165.3,8602.23
1,"1121889179279889664",6361.38,1464.71,4896.67
1,"492582121063376064",8271.449999999999,1635.54,6635.909999999999
1,"1585012829032175872",5620.93,1455.1,4165.83
1,"1598978444220514816",11346.21,2480.32,8865.89
1,"2031384676289766656",7151.409999999999,4723.92,2427.489999999999
1,"2063214370661310976",7756.95,3337.95,4419.0
1,"1886346662965065984",9496.53,5492.84,4003.6900000000005
1,"1088062708727720704",2508.0299999999997,2792.4199999999996,-284.3899999999999
1,"1137095716517745920",5669.77,4894.53,775.2400000000007
1,"1577309789792772352",12404.650000000001,3901.33,8503.320000000002
1,"2612604979675405824",4129.87,2234.48,1895.3899999999999
1,"496749185643747712",3321.44,1263.99,2057.45
1,"494498611240722752",9890.86,11186.7,-1295.8400000000001
1,"659499701072746240",5079.1900000000005,5118.4,-39.20999999999913
1,"2480286458992459776",6432.129999999999,1514.88,4917.249999999999
1,"1015177086493973376",3133.23,2742.21,391.02
1,"575674867340276672",11659.720000000001,5262.450000000001,6397.27
1,"1777343238817175040",9898.76,5503.43,4395.33
1,"1992949002062510848",18954.950000000004,1043.0700000000002,17911.880000000005
1,"1640921069662121472",7861.42,6414.32,1447.1000000000004
1,"2215082777188074240",10983.199999999999,3834.2900000000004,7148.909999999998
1,"3283130536877670912",11608.089999999998,5477.290000000001,6130.799999999997
1,"634504942264246656",5028.16,7522.9,-2494.74
1,"70621420644101448",9168.25,2794.91,6373.34
1,"1925032641839768320",13849.970000000001,3465.77,10384.2
1,"2767821667952924672",3578.7699999999995,2841.1299999999997,737.6399999999999
1,"1211431815845820928",16906.84,7125.379999999999,9781.460000000001
1,"3269200801511296000",11226.46,2392.67,8833.789999999999
1,"3215926034035196416",12216.890000000001,10977.400000000001,1239.4899999999998
1,"128454041072282896",12331.39,8010.959999999999,4320.43
1,"778120754603808896",10329.88,6327.73,4002.1499999999996
1,"271466556974783168",6794.48,6851.5,-57.02000000000044
1,"309599878321719424",2504.8599999999997,2770.89,-266.0300000000002
1,"1695236092561633280",9327.17,3113.54,6213.63
1,"388563074873358784",3873.29,2183.47,1689.8200000000002
1,"2603012529524319744",6738.280000000001,1156.67,5581.610000000001
1,"2589582523781555712",7841.32,6892.05,949.2699999999995
1,"2219897385044051200",10124.91,5549.12,4575.79
1,"388957027931161024",16466.46,8502.56,7963.9
1,"686897860945898624",11034.289999999999,1952.04,9082.25
1,"2783519832894680064",5962.9,4465.71,1497.1899999999996
1,"1654335907222858240",6016.43,2663.62,3352.8100000000004
1,"2682666693156733952",8253.33,2386.77,5866.5599999999995
1,"214083745980398272",16020.25,9170.89,6849.360000000001
1,"451289500460942912",12377.98,4666.46,7711.5199999999995
1,"750020033402065664",2896.16,7197.58,-4301.42
1,"1186266926774408704",13192.36,4194.23,8998.130000000001
1,"3347830102724397568",8682.210000000001,4818.7300000000005,3863.4800000000005
1,"2055704912690641408",3856.04,4168.67,-312.6300000000001
1,"194520659806782048",6162.8,1803.52,4359.280000000001
1,"1536769524637186048",5681.72,865.75,4815.97
1,"943291623660947968",4489.32,2611.5,1877.8199999999997
1,"355367105804149312",3249.56,1701.05,1548.51
1,"2855067358495826944",2789.32,1421.1,1368.2200000000003
1,"3179555382187234816",18245.46,10284.64,7960.82
1,"476607802722926592",9493.330000000002,2424.34,7068.990000000002
1,"226860801303829824",6821.31,6782.53,38.780000000000655
1,"1179559239896418048",4977.07,643.91,4333.16
1,"2542839610849694720",6118.700000000001,4671.339999999999,1447.3600000000015
1,"3377997707295956992",4533.360000000001,492.68,4040.6800000000007
1,"3239257297439550976",10137.72,8309.37,1828.3499999999985
1,"603990052681903616",8107.75,1325.3500000000001,6782.4
1,"732699323327213056",17234.379999999997,4935.32,12299.059999999998
1,"689833223113086848",3959.41,6532.41,-2573.0
1,"1105835419154003584",3253.42,8300.09,-5046.67
1,"743907304893518976",14286.939999999999,5821.8,8465.14
1,"1291908514851653376",3960.05,499.28,3460.7700000000004
1,"2970383456188899328",13561.560000000001,6364.719999999999,7196.840000000002
1,"3363422583063355392",6467.82,4300.97,2166.8499999999995
1,"560747549714225984",13096.3,2520.7400000000002,10575.56
1,"1941488091735757568",5980.64,7980.58,-1999.9399999999996
1,"826574322786925184",11906.060000000001,10056.66,1849.4000000000015
1,"1493670558897639680",6020.63,5400.549999999999,620.0800000000008
1,"3035958782968505344",9687.510000000002,6577.05,3110.460000000002
1,"3071827083586356736",12856.07,11386.099999999999,1469.9700000000012
1,"2675545506916344832",4227.51,6870.79,-2643.2799999999997
1,"428619696512947520",10142.34,423.84000000000003,9718.5
1,"3080406988615555584",10505.61,1968.82,8536.79
1,"166448672338517280",10974.41,1217.54,9756.869999999999
1,"2253767331665369088",11300.72,3256.42,8044.299999999999
1,"490385814795095936",6987.76,1458.3100000000002,5529.45
1,"64186754260683104",4355.66,3392.05,963.6099999999997
1,"851107750578221568",4881.88,4099.71,782.1700000000001
1,"148856158164186944",2627.62,1911.23,716.3899999999999
1,"385394345605973888",4396.82,704.56,3692.2599999999998
1,"2323388050228739072",10577.76,3061.85,7515.91
1,"2059010361073602048",10421.77,3469.13,6952.64
1,"606305627677887104",6495.42,1327.29,5168.13
1,"432728651471369216",16818.57,7941.7,8876.869999999999
1,"2825855065601267712",3361.33,4791.03,-1429.6999999999998
1,"636960971232103168",11040.64,7229.35,3811.289999999999
1,"1843504975621567744",6113.21,721.8199999999999,5391.39
1,"1181277184821026816",10411.810000000001,7224.66,3187.1500000000015
1,"1093845506305757184",15813.43,4288.71,11524.720000000001
1,"3271391798248775168",4535.3,1210.23,3325.07
1,"2180505005636197120",18280.199999999997,10951.47,7328.729999999998
1,"3056237409433732096",5281.01,3410.71,1870.3000000000002
1,"1851359721035143936",12061.51,2149.94,9911.57
1,"20991363352002836",5583.150000000001,4526.58,1056.5700000000006
1,"2553081365805474304",8763.869999999999,3634.81,5129.0599999999995
1,"1461202667848974080",13462.58,6374.7300000000005,7087.849999999999
1,"1697106730927678208",12660.900000000001,5766.59,6894.310000000001
1,"1557162348035725824",19022.36,4099.389999999999,14922.970000000001
1,"2887161315138237952",11990.76,8292.42,3698.34
1,"1602196493384668672",6120.22,1842.17,4278.05
1,"2844576818632788480",9285.71,2082.14,7203.57
1,"3259383590794295808",2942.05,3949.04,-1006.9899999999998
1,"622421435763253248",1075.26,7434.289999999999,-6359.029999999999
1,"2532927355255110656",3931.88,4990.24,-1058.3599999999997
1,"789866208257121280",10334.58,5829.22,4505.36
1,"1759436565473981184",4943.41,3205.15,1738.2599999999998
1,"1967507589401571328",18103.52,7334.129999999999,10769.390000000001
1,"1780461343563379456",9232.57,1244.0,7988.57
1,"2344794892783797760",10021.640000000001,5925.16,4096.480000000001
1,"2511009582063227904",5986.41,733.06,5253.35
1,"1840517340260516352",17067.25,3106.6000000000004,13960.65
1,"2815272995446596608",8203.14,2799.9900000000002,5403.15
1,"2045351371839040256",6665.529999999999,6578.62,86.90999999999894
1,"1389305994863631872",14013.48,6641.9400000000005,7371.539999999999
1,"1214044174226429952",14611.3,4464.3,10147.0
1,"1272778085344318464",13716.869999999999,764.58,12952.289999999999
1,"1373629254537663232",4773.91,7761.599999999999,-2987.6899999999996
1,"223613010156068032",6910.720000000001,5627.26,1283.460000000001
1,"2816624962571585536",7423.44,6409.73,1013.71
1,"239149410257933440",3810.2800000000007,3.11,3807.1700000000005
1,"2922030247650158080",6948.32,4059.25,2889.0699999999997
1,"3154738249546974720",11945.400000000001,9705.859999999999,2239.5400000000027
1,"2975877255833893376",1610.8,329.95,1280.85
1,"3130738773779779584",10557.119999999999,627.57,9929.55
1,"170386161099523424",8555.420000000002,416.12,8139.300000000002
1,"1280130097794271744",6694.009999999999,7082.88,-388.8700000000008
1,"1847483313822838016",4758.41,1863.15,2895.2599999999998
1,"640831081738453120",8032.63,168.65,7863.9800000000005
1,"2850953567763005952",3215.1000000000004,1629.1799999999998,1585.9200000000005
1,"581541253823022080",16286.880000000001,8842.41,7444.470000000001
1,"1981027253662395904",4117.9400000000005,1142.08,2975.8600000000006
1,"1286661475670821376",15621.84,7192.39,8429.45
1,"2681835121013418496",6562.68,3595.17,2967.51
1,"1831066624489661696",13433.050000000001,9215.91,4217.140000000001
1,"373907665112902336",9829.6,3692.3,6137.3
1,"3145337573965942784",7108.63,8069.23,-960.5999999999995
1,"2551434815131581440",7105.779999999999,5350.2,1755.579999999999
1,"709016754845635456",11293.39,9023.24,2270.1499999999996
1,"1310685848326480128",3210.77,4844.33,-1633.56
1,"1308270489390657024",8158.91,3530.37,4628.54
1,"803616319642838656",3974.36,3176.35,798.0100000000002
1,"2551462065504363520",11994.66,3117.42,8877.24
1,"1848240982179674368",11414.75,1919.98,9494.77
1,"23117869962598076",2235.38,3678.6499999999996,-1443.2699999999995
1,"3348781827729328128",17169.78,6184.340000000001,10985.439999999999
1,"3040848031835929600",5517.09,3957.4799999999996,1559.6100000000006
1,"967656622491318656",15956.349999999999,5356.17,10600.179999999998
1,"3339991477138846720",11951.29,1684.29,10267.0
1,"3224742763618631168",2622.91,2019.02,603.8899999999999
1,"67668865238986288",10566.720000000001,6454.62,4112.100000000001
1,"2639506339817902592",13222.53,3830.7200000000003,9391.810000000001
1,"230191738275413664",7579.96,8238.55,-658.5899999999992
1,"2455565780149253120",1478.4,772.02,706.3800000000001
1,"1120321989757653760",1101.8799999999999,2050.4700000000003,-948.5900000000004
1,"2082482918401431296",4374.29,3434.67,939.6199999999999
1,"2564331127830576640",4809.68,3520.5299999999997,1289.1500000000005
1,"3083347919480160768",10238.16,5833.650000000001,4404.509999999999
1,"3021518986451956224",3216.33,2231.9700000000003,984.3599999999997
1,"106284904888394592",5180.37,3699.07,1481.2999999999997
1,"2239549841637390848",13384.49,8426.19,4958.299999999999
1,"525654864102316480",5323.66,1548.28,3775.38
1,"828912764488961280",8754.82,620.79,8134.03
1,"1012074526890588800",10657.23,3055.4399999999996,7601.79
1,"372162796708666752",4056.71,1714.86,2341.8500000000004
1,"2813475004188484608",9950.0,6562.889999999999,3387.1100000000006
1,"2279387100022876928",3553.81,4765.11,-1211.2999999999997
1,"1045467118919103104",20489.6,1560.54,18929.059999999998
1,"1988886093657987840",13968.92,1874.8400000000001,12094.08
1,"1358209983781444096",11671.600000000002,4820.14,6851.460000000002
1,"2232273044652095744",3426.63,268.82,3157.81
1,"2882027308725355008",2830.97,430.8,2400.1699999999996
1,"1281191741156535040",10050.05,560.83,9489.22
1,"2621270423303571968",21752.68,4064.3700000000003,17688.31
1,"2091162704191417600",8777.060000000001,4750.17,4026.8900000000012
1,"1495045029706101760",3847.2,5661.8099999999995,-1814.6099999999997
1,"2942006064448948224",12594.02,6207.360000000001,6386.66
1,"2299048866062898944",10236.67,4527.07,5709.6
1,"1730489488308551168",9269.369999999999,2169.7400000000002,7099.629999999999
1,"2236957584456625408",2161.46,2410.17,-248.71000000000004
1,"992054276859271296",21921.14,4463.820000000001,17457.32
1,"1594367411529325312",10198.859999999999,3804.92,6393.939999999999
1,"2323846131696255488",15717.170000000002,5277.33,10439.840000000002
1,"1143678412069463296",3339.67,1751.55,1588.1200000000001
1,"2445972052625034752",11611.43,6769.359999999999,4842.0700000000015
1,"1541118522575274496",7494.799999999999,2995.5299999999997,4499.2699999999995
1,"1279388748455512832",11779.18,2716.12,9063.060000000001
1,"76431511255203520",14552.93,717.57,13835.36
1,"224658982690590304",12986.85,2923.83,10063.02
1,"718027843181753984",15125.84,3508.4900000000002,11617.35
1,"1716827839403698944",5356.280000000001,2486.58,2869.7000000000007
1,"2772570642795197440",10717.279999999999,8088.34,2628.9399999999987
1,"2218934909499426304",6419.4400000000005,5528.8,890.6400000000003
1,"3159173576089211392",10325.83,3260.8999999999996,7064.93
1,"1882094295326173184",2766.13,1922.55,843.5800000000002
1,"3303532885911460352",5524.6,1278.15,4246.450000000001
1,"473203451994107136",6628.900000000001,3532.74,3096.1600000000008
1,"1707651579143061760",11694.690000000002,3984.8,7709.890000000002
1,"2541489923120451584",7846.75,3482.37,4364.38
1,"131894606646029136",6250.280000000001,3133.62,3116.6600000000008
1,"1643026787581571",6187.07,2447.63,3739.4399999999996
1,"678993551832112512",12477.72,3405.09,9072.63
1,"3131718408300974080",8409.27,1359.7400000000002,7049.530000000001
1,"2605910978648145920",10210.480000000001,9453.599999999999,756.8800000000028
1,"1888367743286351616",7175.43,703.96,6471.47
1,"3375601787329925120",12148.419999999998,10588.61,1559.8099999999977
1,"1225660362746508032",4334.9800000000005,4787.54,-452.5599999999995
1,"403731369042143872",6804.04,4214.49,2589.55
1,"416353456778515136",14145.74,4486.69,9659.05
1,"532934095247067264",10167.12,2248.41,7918.710000000001
1,"996357993081575680",7669.97,5306.790000000001,2363.1799999999994
1,"2239146356630724096",6761.53,2321.5299999999997,4440.0
1,"1844313383695369216",17179.6,6039.870000000001,11139.729999999998
1,"704102533132116608",13895.099999999999,3149.5499999999997,10745.55
1,"2534297492968810496",11104.789999999999,8293.470000000001,2811.319999999998
1,"1428401528465716736",9048.48,1251.11,7797.37
1,"3022897946324770304",3752.5,2653.12,1099.38
1,"2904687787069893120",4914.05,4327.58,586.4700000000003
1,"2498545893250683904",10308.78,3411.8500000000004,6896.93
1,"1281818787754084352",4418.84,5347.9,-929.0599999999995
1,"212057281244593600",3848.59,3250.25,598.3400000000001
1,"2648381038959535616",13777.670000000002,6913.619999999999,6864.050000000003
1,"2940818294227003904",9079.61,1551.38,7528.2300000000005
1,"675635351080711552",5500.45,6284.24,-783.79
1,"3325783630829046272",10180.21,4912.5,5267.709999999999
1,"1809544415837692416",9303.849999999999,3651.66,5652.189999999999
1,"86490273867977856",6564.67,1407.3899999999999,5157.280000000001
1,"419189442620059328",18095.67,5760.32,12335.349999999999
1,"3254461436882113024",11659.46,5690.35,5969.109999999999
1,"2257990426372217088",12595.169999999998,3400.4399999999996,9194.73
1,"1503438237603252992",15027.44,4434.17,10593.27
1,"1226015186658174208",5224.1,2829.46,2394.6400000000003
1,"2913736263430030848",8395.5,5401.47,2994.0299999999997
1,"1685960179187601920",10456.96,1378.8200000000002,9078.14
1,"1886767572079527680",16187.0,4408.39,11778.61
1,"3118424292713304064",17736.510000000002,188.42,17548.090000000004
1,"2435396615680036352",4318.76,3634.0899999999997,684.6700000000005
1,"2507026198891866624",8697.32,1170.8,7526.5199999999995
1,"2845397134688971264",4770.06,1564.54,3205.5200000000004
1,"3369518547909649920",12894.179999999998,4415.84,8478.339999999998
1,"1867719064830768384",7243.12,2804.93,4438.1900000000005
1,"606132460935417856",15649.050000000001,6772.52,8876.53
1,"1732588129440301056",3878.75,1408.4499999999998,2470.3
1,"480169721517065664",6495.28,7451.26,-955.9800000000005
1,"553218359447631744",2964.4,4627.85,-1663.4500000000003
1,"2631341830116997632",15225.900000000001,5949.880000000001,9276.02
1,"3384841484252827136",13264.39,6606.790000000001,6657.5999999999985
1,"3359103352752598016",9390.14,9404.15,-14.010000000000218
1,"3300915760589629440",14403.439999999999,3725.55,10677.89
1,"5194435623039225",7309.48,3153.18,4156.299999999999
1,"1342455154536211456",11573.359999999999,3446.9800000000005,8126.379999999998
1,"388076416616007360",5640.97,2041.3,3599.67
1,"255814777503513568",17630.67,3705.17,13925.499999999998
1,"3107220779153095168",13836.82,8261.46,5575.360000000001
1,"2873739182907027968",14986.83,9886.14,5100.6900000000005
1,"1895675997199788800",6028.76,3454.34,2574.42
1,"1208162354604855552",4775.08,184.62,4590.46
1,"3112743705559771136",3617.61,8806.89,-5189.279999999999
1,"836777442392220288",15543.489999999998,2959.5,12583.989999999998
1,"2800583962968527872",7803.76,2432.42,5371.34
1,"1517888161074269696",10482.6,3440.93,7041.67
1,"1863137252949548800",5350.42,626.95,4723.47
1,"2993328914496377344",9194.0,4949.389999999999,4244.610000000001
1,"642540782728065408",9374.35,3885.5400000000004,5488.8099999999995
1,"1504113457917636352",11636.72,5110.55,6526.169999999999
1,"1797912213782807552",5682.42,3113.54,2568.88
1,"7732087086111276",16931.850000000002,5677.57,11254.280000000002
1,"445757190974704512",8362.650000000001,6196.57,2166.0800000000017
1,"725908105279824512",15009.0,7927.260000000001,7081.739999999999
1,"1469145830019314432",7715.82,3104.9300000000003,4610.889999999999
1,"1826119256207275008",7734.2300000000005,1639.49,6094.740000000001
1,"621864606854125056",9410.230000000001,5828.640000000001,3581.59
1,"3008313366586222592",10819.25,2661.82,8157.43
1,"2438003161212801024",12505.64,5514.57,6991.07
1,"556802625380931392",8917.310000000001,3255.3799999999997,5661.930000000002
1,"2971971636035795456",5414.679999999999,3744.84,1669.8399999999992
1,"655554609689876096",8257.51,4222.860000000001,4034.6499999999996
1,"1478984214436947456",5946.9800000000005,4894.8,1052.1800000000003
1,"3089456826218465280",5589.120000000001,2882.36,2706.7600000000007
1,"1512961309070870272",6104.73,816.83,5287.9
1,"712725852035728512",17551.97,9818.71,7733.260000000002
1,"3002791127196059648",12012.790000000003,2535.9700000000003,9476.820000000003
1,"633333537658063104",20182.589999999997,6177.71,14004.879999999997
1,"854837058037191936",6139.05,6678.070000000001,-539.0200000000004
1,"2536211537557250560",7057.029999999999,7453.66,-396.630000000001
1,"3001666266171841536",2716.37,5033.42,-2317.05
1,"313119423958511616",12874.03,5528.75,7345.280000000001
1,"2522258862885671424",5689.389999999999,4920.88,768.5099999999993
1,"1116105365027300480",10461.21,2422.8900000000003,8038.319999999999
1,"1989323711621570304",11002.720000000001,6042.03,4960.690000000001
1,"2614076033088692224",22158.87,4531.860000000001,17627.01
1,"161677925100728256",11851.560000000001,2742.91,9108.650000000001
1,"199911365674171040",3874.83,2384.47,1490.3600000000001
1,"1649268015690933248",9431.810000000001,3452.75,5979.060000000001
1,"1726647274024792064",3760.44,1355.46,2404.98
1,"3161792797674993664",18344.89,6436.51,11908.38
1,"3129709867466812416",13410.85,1639.8,11771.050000000001
1,"1137246857415165952",7706.62,6274.27,1432.3499999999995
1,"3345851615666596864",8229.39,5303.55,2925.8399999999992
1,"1872014889574740992",19426.75,978.31,18448.44
1,"2305609486594237440",12560.710000000001,2017.66,10543.050000000001
1,"2007128268482863616",19278.979999999996,5127.12,14151.859999999997
1,"1726670302811179264",5936.24,4935.14,1001.0999999999995
1,"2151205816263397632",8786.53,5919.6,2866.9300000000003
1,"3207327549006724096",5527.05,675.61,4851.4400000000005
1,"1140780799082170880",7099.810000000001,3941.69,3158.1200000000013
1,"1387002102174974976",18528.46,6872.299999999999,11656.16
1,"2980072873683323392",12891.74,3510.17,9381.57
1,"793980254160356992",1126.71,2982.67,-1855.96
1,"2779242322873513984",13021.630000000001,2332.25,10689.380000000001
1,"1452753451580487680",14366.289999999997,5074.25,9292.039999999997
1,"293610580091108288",7095.28,4377.76,2717.5199999999995
1,"963986991614669568",3457.84,778.88,2678.96
1,"2396189660494367744",9789.85,1315.74,8474.11
1,"2132489940990489088",10711.68,2178.94,8532.74
1,"620362504751737728",9204.91,7486.719999999999,1718.1900000000005
1,"3157846071289478144",14187.43,8328.27,5859.16
1,"2494056271915499008",6211.41,1279.08,4932.33
1,"2142591118207156992",14008.54,4388.299999999999,9620.240000000002
1,"2450069996118993408",15259.380000000001,4689.15,10570.230000000001
1,"458349342178432064",7497.05,5552.03,1945.0200000000004
1,"2434062600740875776",12693.470000000001,737.9,11955.570000000002
1,"2640313846272724480",8267.23,5253.4,3013.83
1,"3144470903755640320",7421.3600000000015,4358.0,3063.3600000000015
1,"1596811495308985856",9152.640000000001,5216.58,3936.0600000000013
1,"2313285683920710144",18929.129999999997,3978.8900000000003,14950.239999999998
1,"1789581659556504064",3117.2799999999997,4498.2,-1380.92
1,"1103740604605833728",5788.62,3193.1899999999996,2595.4300000000003
1,"883317709500405888",10551.51,7793.54,2757.9700000000003
1,"2850780940495160320",21817.45,11016.689999999999,10800.760000000002
1,"3305477631104030208",1429.4,547.4399999999999,881.9600000000002
1,"719021595117311872",8163.16,1941.9,6221.26
1,"309610611930843328",8407.46,6343.57,2063.8899999999994
1,"2949075716435689984",4968.389999999999,2675.44,2292.9499999999994
1,"3278562741656433664",7559.51,2228.99,5330.52
1,"1248668129023682560",14185.0,2789.82,11395.18
1,"2747476046724548096",2518.9700000000003,2213.59,305.3800000000001
1,"1206863745992941568",13271.14,9867.19,3403.949999999999
1,"1524669446765464576",12366.240000000002,4069.1000000000004,8297.140000000001
1,"1705064877497811200",13242.55,5520.5,7722.049999999999
1,"2668732357864680960",13238.81,12109.09,1129.7199999999993
1,"688084284779891968",3822.0699999999997,20.6,3801.47
1,"3151959874429578240",11836.529999999999,12637.76,-801.2300000000014
1,"1285132997727658240",15698.45,2695.43,13003.02
1,"2699813765233753600",11684.28,2948.33,8735.95
1,"2918494853584266752",7532.799999999999,2197.84,5334.959999999999
1,"1277479739843601664",5238.13,2673.52,2564.61
1,"2685630337624070144",14746.59,1107.51,13639.08
1,"1651079830805270272",8645.51,8572.619999999999,72.89000000000124
1,"705538811638975104",6785.33,3929.22,2856.11
1,"2928745603218774528",6906.9400000000005,2601.57,4305.370000000001
1,"2520594507247063040",15940.990000000002,5821.42,10119.570000000002
1,"854685178195941760",24417.989999999998,6211.51,18206.479999999996
1,"1012875978469686528",8988.61,4301.03,4687.580000000001
1,"108746688871659680",5291.0599999999995,1727.79,3563.2699999999995
1,"2804349123026072576",18119.85,5375.28,12744.57
1,"3028103267915699200",9602.66,7780.18,1822.4799999999996
1,"2616091498433007104",10677.310000000001,3021.41,7655.9000000000015
1,"1888237821013574144",10443.76,364.16,10079.6
1,"3094833783086303744",12978.84,2693.88,10284.96
1,"1948980848101493760",5055.88,1428.54,3627.34
1,"878108674427362688",9262.630000000001,2636.8599999999997,6625.770000000001
1,"2885786811359431168",15597.06,3938.8500000000004,11658.21
1,"2373538092579883008",7868.29,6892.8099999999995,975.4800000000005
1,"3133653715863163392",5877.15,941.82,4935.33
1,"1753540773773450240",6925.220000000001,2321.01,4604.210000000001
1,"3044350073120044032",3870.5299999999997,949.62,2920.91
1,"1583091291363813632",9427.27,8032.6,1394.67
1,"366447869803224128",11085.65,5244.46,5841.19
1,"1492417895022053632",12309.39,8277.49,4031.8999999999996
1,"1683018158700614400",11234.73,2833.19,8401.539999999999
1,"1936712455606197760",8353.41,5453.039999999999,2900.370000000001
1,"1904720501801533696",11177.220000000001,1237.2,9940.02
1,"1262882296570502912",3135.5200000000004,1461.3000000000002,1674.2200000000003
1,"1415381551215138560",8352.279999999999,4286.81,4065.4699999999984
1,"798350940427315712",8709.529999999999,3256.2200000000003,5453.309999999999
1,"1498110450352535808",9363.25,4671.01,4692.24
1,"3155091101582347264",10342.8,2529.2200000000003,7813.579999999999
1,"912711731692725120",7890.26,6553.5599999999995,1336.7000000000007
1,"734439090741476096",8897.33,2349.4399999999996,6547.89
1,"568131072672023488",10911.189999999999,4215.5599999999995,6695.629999999999
1,"1037232207798814848",8575.41,3882.46,4692.95
1,"3212566334841422848",7321.31,3120.3199999999997,4200.990000000001
1,"2648161807025701888",12485.119999999999,3978.45,8506.669999999998
1,"375069411395680640",9497.23,8830.470000000001,666.7599999999984
